Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Beaver County, UT",49001,All other non-drug and non-alcohol causes,O9,Female,F,28,2930,955.631,635.008,1381.155,752.857,0.001%
,1999,1999,"Beaver County, UT",49001,All other non-drug and non-alcohol causes,O9,Male,M,30,3048,984.252,664.075,1405.079,1217.884,0.001%
,1999,1999,"Box Elder County, UT",49003,All other non-drug and non-alcohol causes,O9,Female,F,126,21016,599.543,494.857,704.23,648.875,0.003%
,1999,1999,"Box Elder County, UT",49003,All other non-drug and non-alcohol causes,O9,Male,M,134,21362,627.282,521.072,733.492,923.313,0.004%
,1999,1999,"Cache County, UT",49005,All other non-drug and non-alcohol causes,O9,Female,F,206,45769,450.086,388.623,511.55,581.261,0.006%
,1999,1999,"Cache County, UT",49005,All other non-drug and non-alcohol causes,O9,Male,M,200,44530,449.135,386.888,511.382,804.919,0.006%
,1999,1999,"Carbon County, UT",49007,All other non-drug and non-alcohol causes,O9,Female,F,87,10521,826.918,662.328,1020.003,689.115,0.002%
,1999,1999,"Carbon County, UT",49007,All other non-drug and non-alcohol causes,O9,Male,M,95,10053,944.992,764.555,1155.205,1063.993,0.003%
,1999,1999,"Davis County, UT",49011,All other alcohol-induced causes,A9,Male,M,12,118495,Unreliable,5.233,17.69,Unreliable,0.000%
,1999,1999,"Davis County, UT",49011,All other non-drug and non-alcohol causes,O9,Female,F,512,117417,436.053,398.282,473.824,656.183,0.014%
,1999,1999,"Davis County, UT",49011,All other non-drug and non-alcohol causes,O9,Male,M,487,118495,410.988,374.485,447.49,826.626,0.013%
,1999,1999,"Duchesne County, UT",49013,All other non-drug and non-alcohol causes,O9,Female,F,35,7104,492.68,343.171,685.2,663.891,0.001%
,1999,1999,"Duchesne County, UT",49013,All other non-drug and non-alcohol causes,O9,Male,M,42,7291,576.053,415.167,778.656,968.11,0.001%
,1999,1999,"Emery County, UT",49015,All other non-drug and non-alcohol causes,O9,Female,F,33,5431,607.623,418.257,853.327,650.465,0.001%
,1999,1999,"Emery County, UT",49015,All other non-drug and non-alcohol causes,O9,Male,M,45,5485,820.419,598.422,1097.787,1192.068,0.001%
,1999,1999,"Garfield County, UT",49017,All other non-drug and non-alcohol causes,O9,Female,F,21,2270,925.11,572.662,1414.133,815.517,0.001%
,1999,1999,"Garfield County, UT",49017,All other non-drug and non-alcohol causes,O9,Male,M,21,2379,882.724,546.424,1349.34,971.357,0.001%
,1999,1999,"Grand County, UT",49019,All other non-drug and non-alcohol causes,O9,Female,F,25,4265,586.166,379.338,865.299,569.005,0.001%
,1999,1999,"Grand County, UT",49019,All other non-drug and non-alcohol causes,O9,Male,M,37,4093,903.982,636.485,1246.022,1021.858,0.001%
,1999,1999,"Iron County, UT",49021,All other non-drug and non-alcohol causes,O9,Female,F,73,16591,439.998,344.888,553.231,571.615,0.002%
,1999,1999,"Iron County, UT",49021,All other non-drug and non-alcohol causes,O9,Male,M,95,16292,583.108,471.77,712.821,953.46,0.003%
,1999,1999,"Juab County, UT",49023,All other non-drug and non-alcohol causes,O9,Female,F,32,4020,796.02,544.478,1123.741,802.964,0.001%
,1999,1999,"Juab County, UT",49023,All other non-drug and non-alcohol causes,O9,Male,M,25,4056,616.371,398.884,909.887,819.405,0.001%
,1999,1999,"Kane County, UT",49025,All other non-drug and non-alcohol causes,O9,Female,F,25,3007,831.393,538.036,1227.303,669.546,0.001%
,1999,1999,"Kane County, UT",49025,All other non-drug and non-alcohol causes,O9,Male,M,26,2979,872.776,570.124,1278.818,880.486,0.001%
,1999,1999,"Millard County, UT",49027,All other non-drug and non-alcohol causes,O9,Female,F,55,6071,905.946,682.486,1179.216,829.033,0.002%
,1999,1999,"Millard County, UT",49027,All other non-drug and non-alcohol causes,O9,Male,M,55,6345,866.824,653.013,1128.293,1129.264,0.002%
,1999,1999,"Morgan County, UT",49029,All other non-drug and non-alcohol causes,O9,Female,F,12,3442,Unreliable,180.143,608.995,Unreliable,0.000%
,1999,1999,"Morgan County, UT",49029,All other non-drug and non-alcohol causes,O9,Male,M,15,3549,Unreliable,236.555,697.105,Unreliable,0.000%
,1999,1999,"Rich County, UT",49033,All other non-drug and non-alcohol causes,O9,Male,M,11,985,Unreliable,557.482,1998.181,Unreliable,0.000%
,1999,1999,"Salt Lake County, UT",49035,Drug poisonings (overdose) Suicide (X60-X64),D2,Female,F,10,442453,Unreliable,1.084,4.156,Unreliable,0.000%
,1999,1999,"Salt Lake County, UT",49035,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Female,F,27,442453,6.102,4.022,8.879,6.581,0.001%
,1999,1999,"Salt Lake County, UT",49035,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Male,M,77,448663,17.162,13.544,21.45,18.051,0.002%
,1999,1999,"Salt Lake County, UT",49035,All other alcohol-induced causes,A9,Female,F,13,442453,Unreliable,1.564,5.024,Unreliable,0.000%
,1999,1999,"Salt Lake County, UT",49035,All other alcohol-induced causes,A9,Male,M,42,448663,9.361,6.747,12.654,13.175,0.001%
,1999,1999,"Salt Lake County, UT",49035,All other non-drug and non-alcohol causes,O9,Female,F,2407,442453,544.013,522.279,565.746,676.172,0.067%
,1999,1999,"Salt Lake County, UT",49035,All other non-drug and non-alcohol causes,O9,Male,M,2381,448663,530.688,509.371,552.004,941.262,0.066%
,1999,1999,"San Juan County, UT",49037,All other non-drug and non-alcohol causes,O9,Female,F,33,7199,458.397,315.538,643.759,683.494,0.001%
,1999,1999,"San Juan County, UT",49037,All other non-drug and non-alcohol causes,O9,Male,M,36,7204,499.722,350.001,691.826,704.389,0.001%
,1999,1999,"Sanpete County, UT",49039,All other non-drug and non-alcohol causes,O9,Female,F,67,11130,601.977,466.526,764.486,605.413,0.002%
,1999,1999,"Sanpete County, UT",49039,All other non-drug and non-alcohol causes,O9,Male,M,79,11420,691.769,547.68,862.151,930.346,0.002%
,1999,1999,"Sevier County, UT",49041,All other non-drug and non-alcohol causes,O9,Female,F,75,9379,799.659,628.98,1002.38,709.796,0.002%
,1999,1999,"Sevier County, UT",49041,All other non-drug and non-alcohol causes,O9,Male,M,85,9314,912.605,728.952,1128.454,1034.372,0.002%
,1999,1999,"Summit County, UT",49043,All other non-drug and non-alcohol causes,O9,Female,F,52,13932,373.241,278.755,489.458,858.869,0.001%
,1999,1999,"Summit County, UT",49043,All other non-drug and non-alcohol causes,O9,Male,M,43,15072,285.297,206.47,384.293,683.662,0.001%
,1999,1999,"Tooele County, UT",49045,All other non-drug and non-alcohol causes,O9,Female,F,92,19269,477.451,384.892,585.55,727.595,0.003%
