Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2005,2005,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,18,8010,Unreliable,133.182,355.153,0.001%
,2005,2005,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,45,6907,651.513,475.22,871.776,0.002%
,2005,2005,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,58,5033,1152.394,875.059,1489.735,0.002%
,2005,2005,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,67,3245,2064.715,1600.133,2622.105,0.003%
,2005,2005,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,133,1655,8036.254,6670.464,9402.044,0.005%
,2005,2005,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,105,473,22198.732,17952.638,26444.825,0.004%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,19,2055,Unreliable,556.658,1443.834,0.001%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,20,19186,104.243,63.675,160.994,0.001%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,22,18325,120.055,75.237,181.764,0.001%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,33,22739,145.125,99.897,203.809,0.001%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,100,23897,418.463,336.444,500.481,0.004%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,178,21042,845.927,721.654,970.201,0.007%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,296,14752,2006.508,1777.921,2235.094,0.012%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,451,8596,5246.626,4762.401,5730.852,0.018%
,2005,2005,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,410,2557,16034.415,14482.324,17586.507,0.017%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,3894,Unreliable,123.148,472.275,0.000%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,4080,Unreliable,134.588,482.404,0.000%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,25,3985,627.353,405.991,926.098,0.001%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,42,3185,1318.681,950.387,1782.475,0.002%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,60,1961,3059.663,2334.86,3938.399,0.002%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,87,1325,6566.038,5259.134,8099.208,0.004%
,2005,2005,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,79,406,19458.128,15405.195,24250.665,0.003%
,2005,2005,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,22,3164,695.322,435.752,1052.725,0.001%
,2005,2005,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,41,2419,1694.915,1216.305,2299.339,0.002%
,2005,2005,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,37,1503,2461.743,1733.289,3393.193,0.002%
,2005,2005,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,66,902,7317.073,5659.024,9309.146,0.003%
,2005,2005,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,42,240,17500,12612.425,23654.925,0.002%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,14,7035,Unreliable,108.798,333.897,0.001%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,8139,Unreliable,67.468,241.824,0.000%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,41,7525,544.85,390.996,739.15,0.002%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,65,6415,1013.25,782.006,1291.468,0.003%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,116,4215,2752.076,2251.249,3252.903,0.005%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,134,2311,5798.356,4816.588,6780.123,0.005%
,2005,2005,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,85+ years,85+,131,776,16881.443,13990.564,19772.323,0.005%
,2005,2005,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,1483,Unreliable,418.107,1413.459,0.000%
,2005,2005,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,1644,Unreliable,510.666,1504.881,0.001%
,2005,2005,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,15,1144,Unreliable,733.859,2162.609,0.001%
,2005,2005,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,17,780,Unreliable,1269.638,3489.577,0.001%
,2005,2005,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,28,465,6021.505,4001.23,8702.761,0.001%
,2005,2005,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,85+ years,85+,43,261,16475.096,11923.027,22191.789,0.002%
,2005,2005,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,30,3086,972.132,655.898,1387.777,0.001%
,2005,2005,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,41,2375,1726.316,1238.839,2341.937,0.002%
,2005,2005,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,46,1691,2720.284,1991.601,3628.478,0.002%
,2005,2005,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,76,1189,6391.926,5036.135,8000.454,0.003%
,2005,2005,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,85+ years,85+,72,517,13926.499,10896.65,17538.058,0.003%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,< 1 year,1,13,1462,Unreliable,473.46,1520.547,0.001%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,25,16720,149.522,96.763,220.724,0.001%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,27,14714,183.499,120.927,266.981,0.001%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,48,15322,313.275,230.984,415.356,0.002%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,105,16696,628.893,508.601,749.186,0.004%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,199,12990,1531.948,1319.098,1744.798,0.008%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,292,8805,3316.298,2935.917,3696.678,0.012%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,372,5554,6697.875,6017.229,7378.522,0.015%
,2005,2005,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,280,1638,17094.017,15091.754,19096.28,0.011%
,2005,2005,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,18,4744,Unreliable,224.871,599.657,0.001%
,2005,2005,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,25,5030,497.018,321.645,733.698,0.001%
,2005,2005,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,65,4324,1503.238,1160.169,1915.997,0.003%
,2005,2005,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,78,2879,2709.274,2141.573,3381.309,0.003%
,2005,2005,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,130,1904,6827.731,5654.021,8001.441,0.005%
,2005,2005,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,159,783,20306.513,17150.107,23462.919,0.006%
,2005,2005,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,3387,Unreliable,292.388,803.623,0.001%
,2005,2005,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,25,3786,660.328,427.331,974.775,0.001%
,2005,2005,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,46,3623,1269.666,929.561,1693.557,0.002%
,2005,2005,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,62,2482,2497.985,1915.18,3202.293,0.003%
,2005,2005,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,69,1276,5407.524,4207.378,6843.545,0.003%
,2005,2005,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,85+ years,85+,54,381,14173.228,10647.354,18492.945,0.002%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,5819,Unreliable,82.409,316.041,0.000%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,21,5903,355.751,220.217,543.805,0.001%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,34,5893,576.956,399.559,806.238,0.001%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,54,4759,1134.692,852.415,1480.524,0.002%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,86,3067,2804.043,2242.87,3462.965,0.004%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,113,1756,6435.08,5248.571,7621.588,0.005%
,2005,2005,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,85+ years,85+,112,533,21013.133,17121.446,24904.82,0.005%
,2005,2005,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,2165,Unreliable,387.776,1142.737,0.001%
,2005,2005,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,33,1905,1732.283,1192.417,2432.767,0.001%
,2005,2005,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,28,1348,2077.151,1380.246,3002.065,0.001%
,2005,2005,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,47,808,5816.832,4273.975,7735.165,0.002%
,2005,2005,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,85+ years,85+,34,264,12878.788,8918.947,17996.818,0.001%
,2005,2005,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,10,3696,Unreliable,129.746,497.576,0.000%
,2005,2005,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,20,3735,535.475,327.084,826.999,0.001%
,2005,2005,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,33,3084,1070.039,736.561,1502.731,0.001%
,2005,2005,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,49,2169,2259.106,1671.309,2986.651,0.002%
