Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2000,2000,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,16,7669,Unreliable,119.252,338.806,0.001%
,2000,2000,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,30,5635,532.387,359.201,760.014,0.001%
,2000,2000,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,44,4191,1049.869,762.835,1409.396,0.002%
,2000,2000,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,77,2681,2872.063,2266.574,3589.59,0.003%
,2000,2000,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,96,1342,7153.502,5794.337,8735.642,0.004%
,2000,2000,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,75,428,17523.364,13783.178,21965.713,0.003%
,2000,2000,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,11,1697,Unreliable,323.583,1159.816,0.000%
,2000,2000,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,21,16555,126.85,78.523,193.904,0.001%
,2000,2000,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,21,17020,123.384,76.377,188.606,0.001%
,2000,2000,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,40,21908,182.582,130.438,248.625,0.002%
,2000,2000,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,74,19609,377.378,296.325,473.764,0.003%
,2000,2000,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,137,15369,891.405,742.135,1040.674,0.006%
