Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2014,2014,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,7629,Unreliable,110.045,324.292,0.001%
,2014,2014,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,45,8053,558.798,407.593,747.716,0.002%
,2014,2014,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,79,6380,1238.245,980.331,1543.224,0.003%
,2014,2014,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,116,4564,2541.63,2079.101,3004.16,0.004%
,2014,2014,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,112,2451,4569.563,3723.268,5415.858,0.004%
,2014,2014,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,89,646,13777.09,11064.105,16953.949,0.003%
,2014,2014,"Baldwin County, AL",1003,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-54 years,45-54,11,27628,Unreliable,19.875,71.24,0.000%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,14,2189,Unreliable,349.655,1073.075,0.001%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,13,23230,Unreliable,29.798,95.697,0.000%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,21,22824,92.008,56.955,140.645,0.001%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,40,24968,160.205,114.452,218.154,0.002%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,123,27628,445.201,366.521,523.88,0.005%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,264,27529,958.989,843.306,1074.671,0.010%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,367,22493,1631.619,1464.686,1798.552,0.014%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,492,11058,4449.267,4056.114,4842.421,0.019%
,2014,2014,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,554,3834,14449.661,13246.403,15652.919,0.021%
,2014,2014,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,16,3719,Unreliable,245.911,698.657,0.001%
,2014,2014,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,43,3424,1255.841,908.852,1691.605,0.002%
,2014,2014,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,62,2650,2339.623,1793.765,2999.279,0.002%
,2014,2014,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,68,1298,5238.829,4068.16,6641.473,0.003%
,2014,2014,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,85,485,17525.773,13998.887,21670.969,0.003%
,2014,2014,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,13,3186,Unreliable,217.262,697.752,0.000%
,2014,2014,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3340,Unreliable,342.495,888.347,0.001%
,2014,2014,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,37,2795,1323.792,932.069,1824.676,0.001%
,2014,2014,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,44,1989,2212.167,1607.36,2969.723,0.002%
,2014,2014,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,59,1022,5772.994,4394.692,7446.758,0.002%
,2014,2014,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,46,317,14511.041,10623.968,19355.697,0.002%
,2014,2014,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,26,7432,349.839,228.525,512.594,0.001%
,2014,2014,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,52,8063,644.921,481.659,845.73,0.002%
,2014,2014,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,89,7407,1201.566,964.954,1478.635,0.003%
,2014,2014,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,129,5931,2175.013,1799.674,2550.351,0.005%
,2014,2014,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,148,2966,4989.885,4185.96,5793.811,0.006%
,2014,2014,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,85+ years,85+,143,916,15611.354,13052.599,18170.108,0.005%
,2014,2014,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,21,1439,1459.347,903.365,2230.772,0.001%
,2014,2014,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,26,924,2813.853,1838.093,4122.942,0.001%
,2014,2014,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,24,497,4828.974,3094.02,7185.127,0.001%
,2014,2014,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,85+ years,85+,24,179,13407.821,8590.659,19949.765,0.001%
,2014,2014,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,2362,Unreliable,262.511,887.451,0.000%
,2014,2014,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,14,2522,Unreliable,303.487,931.389,0.001%
,2014,2014,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,55,2918,1884.853,1419.935,2453.4,0.002%
,2014,2014,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,50,1937,2581.311,1915.901,3403.149,0.002%
,2014,2014,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,78,1166,6689.537,5287.811,8348.877,0.003%
,2014,2014,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,85+ years,85+,69,541,12754.159,9923.501,16141.153,0.003%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,< 1 year,1,19,1285,Unreliable,890.22,2309.01,0.001%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,14,15996,Unreliable,47.849,146.847,0.001%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,23,14960,153.743,97.459,230.69,0.001%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,37,14015,264.003,185.882,363.894,0.001%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,106,15558,681.322,551.617,811.026,0.004%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,231,15813,1460.823,1272.438,1649.209,0.009%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,286,10836,2639.35,2333.457,2945.244,0.011%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,337,5665,5948.808,5313.666,6583.951,0.013%
,2014,2014,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,322,1998,16116.116,14355.809,17876.424,0.012%
,2014,2014,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,31,4804,645.296,438.446,915.945,0.001%
,2014,2014,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,63,4823,1306.241,1003.755,1671.244,0.002%
,2014,2014,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,98,3627,2701.958,2193.584,3292.822,0.004%
,2014,2014,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,108,1865,5790.885,4698.718,6883.052,0.004%
,2014,2014,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,100,759,13175.231,10592.885,15757.576,0.004%
,2014,2014,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,13,3076,Unreliable,225.032,722.704,0.000%
,2014,2014,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,30,3744,801.282,540.625,1143.878,0.001%
,2014,2014,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,53,3956,1339.737,1003.557,1752.403,0.002%
,2014,2014,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,67,3437,1949.374,1510.746,2475.628,0.003%
,2014,2014,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,87,1563,5566.219,4458.319,6865.931,0.003%
,2014,2014,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,85+ years,85+,71,446,15919.283,12433.119,20079.946,0.003%
,2014,2014,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,5799,Unreliable,144.772,426.63,0.001%
,2014,2014,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,37,5962,620.597,436.956,855.412,0.001%
,2014,2014,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,66,5716,1154.654,893.009,1469.008,0.003%
,2014,2014,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,88,3980,2211.055,1773.333,2724.086,0.003%
,2014,2014,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,102,2032,5019.685,4045.52,5993.85,0.004%
,2014,2014,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,85+ years,85+,113,665,16992.481,13859.386,20125.577,0.004%
,2014,2014,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,10,1930,Unreliable,248.466,952.87,0.000%
,2014,2014,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,15,1971,Unreliable,425.944,1255.213,0.001%
,2014,2014,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,33,1609,2050.963,1411.781,2880.311,0.001%
,2014,2014,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,45,844,5331.754,3889.034,7134.313,0.002%
,2014,2014,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,85+ years,85+,43,314,13694.268,9910.541,18446.041,0.002%
,2014,2014,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3535,Unreliable,323.602,839.343,0.001%
,2014,2014,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,33,3381,976.043,671.859,1370.725,0.001%
,2014,2014,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,76,2527,3007.519,2369.594,3764.361,0.003%
,2014,2014,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,73,1443,5058.905,3965.372,6360.814,0.003%
,2014,2014,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,85+ years,85+,73,515,14174.757,11110.742,17822.631,0.003%
