Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,13,5732,Unreliable,120.76,387.83,0.001%
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,24,7964,301.356,193.085,448.394,0.001%
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,6087,Unreliable,187.931,487.445,0.001%
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,51,4593,1110.385,826.76,1459.957,0.002%
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,86,2938,2927.161,2341.349,3615.015,0.004%
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,83,1436,5779.944,4603.668,7165.108,0.003%
,2002,2002,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,92,443,20767.494,16741.508,25469.463,0.004%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,15,1757,Unreliable,477.823,1408.096,0.001%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,24,17643,136.031,87.158,202.404,0.001%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,31,16978,182.589,124.06,259.171,0.001%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,35,22090,158.443,110.362,220.356,0.001%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,81,21372,379.001,300.98,471.064,0.003%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,150,17433,860.437,722.738,998.136,0.006%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,300,13162,2279.289,2021.363,2537.215,0.012%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,408,7852,5196.128,4691.925,5700.332,0.017%
,2002,2002,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,366,2286,16010.499,14370.21,17650.788,0.015%
,2002,2002,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,13,4338,Unreliable,159.566,512.457,0.001%
,2002,2002,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,24,4036,594.648,381.003,884.789,0.001%
,2002,2002,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,33,2791,1182.372,813.886,1660.488,0.001%
,2002,2002,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,55,2012,2733.598,2059.329,3558.161,0.002%
,2002,2002,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,91,1288,7065.217,5688.489,8674.533,0.004%
,2002,2002,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,86,460,18695.652,14954.091,23088.943,0.004%
,2002,2002,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,2899,Unreliable,394.596,1023.483,0.001%
,2002,2002,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,32,2185,1464.531,1001.739,2067.478,0.001%
,2002,2002,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,41,1388,2953.89,2119.771,4007.277,0.002%
,2002,2002,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,43,845,5088.757,3682.734,6854.505,0.002%
,2002,2002,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,60,341,17595.308,13427.155,22648.68,0.002%
,2002,2002,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,7866,Unreliable,125.899,346.03,0.001%
,2002,2002,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,28,7283,384.457,255.468,555.648,0.001%
,2002,2002,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,59,5810,1015.491,773.042,1309.912,0.002%
,2002,2002,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,100,3925,2547.771,2048.408,3047.134,0.004%
,2002,2002,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,162,2120,7641.509,6464.777,8818.242,0.007%
,2002,2002,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,85+ years,85+,130,755,17218.543,14258.617,20178.469,0.005%
,2002,2002,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,10,1554,Unreliable,308.584,1183.423,0.000%
,2002,2002,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,13,999,Unreliable,692.891,2225.264,0.001%
,2002,2002,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,27,711,3797.468,2502.57,5525.127,0.001%
,2002,2002,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,32,555,5765.766,3943.784,8139.532,0.001%
,2002,2002,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,85+ years,85+,44,281,15658.363,11377.367,21020.569,0.002%
,2002,2002,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3055,Unreliable,374.446,971.22,0.001%
,2002,2002,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,39,2167,1799.723,1279.783,2460.275,0.002%
,2002,2002,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,48,1695,2831.858,2087.986,3754.619,0.002%
,2002,2002,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,82,1215,6748.971,5367.659,8377.228,0.003%
,2002,2002,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,85+ years,85+,85,500,17000,13578.92,21020.84,0.003%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,< 1 year,1,14,1441,Unreliable,531.155,1630.092,0.001%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,18,16538,Unreliable,64.505,172.014,0.001%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,22,13990,157.255,98.55,238.086,0.001%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,40,15963,250.579,179.016,341.219,0.002%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,71,16239,437.219,341.472,551.491,0.003%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,154,11609,1326.557,1117.039,1536.075,0.006%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,251,8931,2810.436,2462.745,3158.126,0.010%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,363,5339,6799.026,6099.588,7498.464,0.015%
,2002,2002,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,294,1513,19431.593,17210.377,21652.809,0.012%
,2002,2002,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,16,4993,Unreliable,183.165,520.389,0.001%
,2002,2002,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,33,4998,660.264,454.493,927.255,0.001%
,2002,2002,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,49,3875,1264.516,935.502,1671.754,0.002%
,2002,2002,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,78,2961,2634.245,2082.265,3287.67,0.003%
,2002,2002,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,150,2007,7473.842,6277.778,8669.905,0.006%
,2002,2002,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,142,784,18112.245,15133.151,21091.339,0.006%
