Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,5791,Unreliable,82.808,317.569,0.000%
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,7796,Unreliable,107.688,317.345,0.001%
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,5994,Unreliable,140.063,412.75,0.001%
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,45,4373,1029.042,750.593,1376.94,0.002%
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,76,2841,2675.114,2107.696,3348.307,0.003%
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,96,1382,6946.454,5626.628,8482.802,0.004%
,2001,2001,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,85,444,19144.144,15291.577,23672.117,0.004%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,13,1894,Unreliable,365.469,1173.727,0.001%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,14,17229,Unreliable,44.425,136.338,0.001%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,21,16911,124.18,76.87,189.822,0.001%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,59,22158,266.27,202.698,343.469,0.002%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,85,20781,409.027,326.715,505.771,0.004%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,149,16297,914.279,767.473,1061.084,0.006%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,301,12762,2358.564,2092.112,2625.017,0.012%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,416,7578,5489.575,4962.044,6017.106,0.017%
,2001,2001,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,345,2245,15367.483,13745.863,16989.104,0.014%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,4062,Unreliable,118.055,452.742,0.000%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,13,4393,Unreliable,157.568,506.041,0.001%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,24,4014,597.907,383.091,889.638,0.001%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,50,2672,1871.257,1388.885,2467.028,0.002%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,60,2029,2957.122,2256.609,3806.407,0.002%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,91,1300,7000,5635.98,8594.46,0.004%
,2001,2001,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,75,495,15151.515,11917.576,18992.576,0.003%
,2001,2001,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,16,2835,Unreliable,322.59,916.509,0.001%
,2001,2001,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,24,2063,1163.354,745.384,1730.978,0.001%
,2001,2001,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,47,1380,3405.797,2502.443,4528.995,0.002%
,2001,2001,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,43,829,5186.972,3753.812,6986.8,0.002%
,2001,2001,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,61,396,15404.04,11782.859,19787.106,0.003%
,2001,2001,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,16,7807,Unreliable,117.144,332.817,0.001%
