Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2003,2003,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,7976,Unreliable,105.258,310.184,0.001%
,2003,2003,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,44,6302,698.191,507.306,937.287,0.002%
,2003,2003,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,55,4721,1165.007,877.647,1516.42,0.002%
,2003,2003,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,85,3053,2784.147,2223.865,3442.653,0.003%
,2003,2003,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,94,1506,6241.7,5043.918,7638.28,0.004%
,2003,2003,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,82,435,18850.575,14992.428,23398.464,0.003%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,12,1810,Unreliable,342.57,1158.099,0.000%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,16,18263,Unreliable,50.076,142.271,0.001%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,20,17202,116.266,71.018,179.563,0.001%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,44,21932,200.62,145.771,269.322,0.002%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,89,22070,403.262,323.852,496.251,0.004%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,167,18552,900.172,763.644,1036.701,0.007%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,295,13524,2181.307,1932.386,2430.229,0.012%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,451,8196,5502.684,4994.826,6010.542,0.018%
,2003,2003,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,378,2393,15796.072,14203.646,17388.498,0.015%
,2003,2003,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,4307,Unreliable,127.495,456.979,0.000%
,2003,2003,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,4025,Unreliable,284.207,737.162,0.001%
,2003,2003,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,34,2951,1152.152,797.9,1610.017,0.001%
,2003,2003,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,50,1960,2551.02,1893.418,3363.214,0.002%
,2003,2003,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,74,1313,5635.948,4425.459,7075.426,0.003%
,2003,2003,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,83,429,19347.319,15409.946,23983.904,0.003%
,2003,2003,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,10,3200,Unreliable,149.856,574.7,0.000%
,2003,2003,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,17,2951,Unreliable,335.587,922.355,0.001%
,2003,2003,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,27,2286,1181.102,778.358,1718.445,0.001%
,2003,2003,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,38,1423,2670.415,1889.746,3665.358,0.002%
,2003,2003,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,65,874,7437.071,5739.783,9479.142,0.003%
,2003,2003,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,53,284,18661.972,13979.123,24410.232,0.002%
,2003,2003,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,6643,Unreliable,72.187,276.839,0.000%
,2003,2003,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,15,7164,Unreliable,117.188,345.341,0.001%
