Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,12,6341,Unreliable,97.785,330.572,0.000%
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,14,8296,Unreliable,92.261,283.144,0.001%
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,39,8031,485.618,345.323,663.855,0.002%
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,55,5684,967.628,728.953,1259.504,0.002%
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,98,3882,2524.472,2049.493,3076.523,0.004%
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,97,1902,5099.895,4135.658,6221.464,0.004%
,2009,2009,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,82,558,14695.341,11687.645,18240.738,0.003%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,19,2201,Unreliable,519.733,1348.059,0.001%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,17,20880,Unreliable,47.429,130.358,0.001%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,24,20463,117.285,75.147,174.51,0.001%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,41,23459,174.773,125.421,237.099,0.002%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,125,26657,468.92,386.715,551.125,0.005%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,182,23827,763.839,652.865,874.814,0.007%
,2009,2009,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,317,17331,1829.092,1627.738,2030.447,0.013%
