Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,7564,Unreliable,63.398,243.131,0.000%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,14,6647,Unreliable,115.149,353.387,0.001%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,7745,Unreliable,70.9,254.126,0.000%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,45,8157,551.673,402.396,738.183,0.002%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,84,6222,1350.048,1076.852,1671.454,0.003%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,108,4495,2402.67,1949.524,2855.816,0.004%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,133,2338,5688.623,4721.821,6655.424,0.005%
,2013,2013,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,112,633,17693.523,14416.637,20970.409,0.004%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,18,2214,Unreliable,481.837,1284.902,0.001%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,11,22897,Unreliable,23.982,85.959,0.000%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,33,22396,147.348,101.427,206.931,0.001%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,35,24525,142.712,99.404,198.477,0.001%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,122,27237,447.92,368.437,527.404,0.005%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,217,26832,808.736,701.131,916.341,0.008%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,396,21121,1874.911,1690.244,2059.578,0.015%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,508,10597,4793.81,4376.935,5210.684,0.020%
,2013,2013,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,588,3743,15709.324,14439.555,16979.094,0.023%
,2013,2013,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3789,Unreliable,301.909,783.077,0.001%
,2013,2013,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,42,3487,1204.474,868.076,1628.099,0.002%
,2013,2013,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,53,2562,2068.696,1549.598,2705.896,0.002%
,2013,2013,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,60,1270,4724.409,3605.244,6081.26,0.002%
,2013,2013,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,81,462,17532.468,13923.234,21791.279,0.003%
,2013,2013,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,23,3330,690.691,437.836,1036.374,0.001%
,2013,2013,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,42,2787,1506.997,1086.108,2037.023,0.002%
,2013,2013,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,45,1946,2312.436,1686.714,3094.224,0.002%
,2013,2013,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,61,981,6218.145,4756.383,7987.456,0.002%
,2013,2013,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,45,289,15570.934,11357.595,20835.156,0.002%
,2013,2013,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,7143,Unreliable,67.134,257.46,0.000%
,2013,2013,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,14,7586,Unreliable,100.896,309.644,0.001%
,2013,2013,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,40,8029,498.194,355.915,678.401,0.002%
,2013,2013,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,75,7411,1012.009,796.006,1268.564,0.003%
,2013,2013,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,117,5746,2036.199,1667.236,2405.163,0.005%
,2013,2013,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,140,2885,4852.686,4048.838,5656.535,0.005%
