Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,6295,Unreliable,76.178,292.143,0.000%
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,8289,Unreliable,101.283,298.471,0.001%
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,39,7510,519.308,369.28,709.909,0.002%
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,54,5421,996.126,748.32,1299.726,0.002%
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,74,3571,2072.249,1627.171,2601.522,0.003%
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,107,1748,6121.281,4961.419,7281.144,0.004%
,2007,2007,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,82,532,15413.534,12258.846,19132.203,0.003%
,2007,2007,"Baldwin County, AL",1003,All other alcohol-induced causes,A9,55-64 years,55-64,11,22788,Unreliable,24.097,86.37,0.000%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,< 1 year,1,11,2329,Unreliable,235.775,845.087,0.000%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,23,20381,112.85,71.537,169.331,0.001%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,24,19298,124.365,79.683,185.045,0.001%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,48,23509,204.177,150.544,270.708,0.002%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,101,25526,395.675,318.508,472.842,0.004%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,191,22788,838.16,719.292,957.029,0.008%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,307,15735,1951.065,1732.812,2169.317,0.013%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,475,9078,5232.43,4761.873,5702.988,0.020%
,2007,2007,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,448,2837,15791.329,14329.031,17253.626,0.018%
,2007,2007,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,10,3920,Unreliable,122.332,469.143,0.000%
,2007,2007,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,27,4005,674.157,444.276,980.865,0.001%
