Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2012,2012,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,8041,Unreliable,123.159,338.499,0.001%
,2012,2012,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,31,8229,376.716,255.96,534.719,0.001%
,2012,2012,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,64,6085,1051.767,809.987,1343.085,0.003%
,2012,2012,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,118,4404,2679.382,2195.934,3162.83,0.005%
,2012,2012,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,130,2196,5919.854,4902.211,6937.497,0.005%
,2012,2012,"Autauga County, AL",1001,All other non-drug and non-alcohol causes,O9,85+ years,85+,124,644,19254.658,15865.584,22643.732,0.005%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,11,22173,Unreliable,24.765,88.766,0.000%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,27,21934,123.097,81.122,179.099,0.001%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,45,24037,187.211,136.554,250.504,0.002%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,92,26936,341.55,275.337,418.881,0.004%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,237,26275,901.998,787.16,1016.837,0.009%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,314,20074,1564.212,1391.196,1737.229,0.012%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,466,10185,4575.356,4159.935,4990.776,0.018%
,2012,2012,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,538,3568,15078.475,13804.32,16352.631,0.021%
,2012,2012,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3847,Unreliable,297.357,771.271,0.001%
,2012,2012,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,27,3571,756.091,498.271,1100.074,0.001%
,2012,2012,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,69,2431,2838.338,2208.397,3592.087,0.003%
,2012,2012,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,72,1256,5732.484,4485.325,7219.089,0.003%
,2012,2012,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,67,456,14692.982,11386.914,18659.5,0.003%
,2012,2012,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,18,3346,Unreliable,318.825,850.201,0.001%
,2012,2012,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,36,2734,1316.752,922.24,1822.938,0.001%
