Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Adair County, OK",40001,All other non-drug and non-alcohol causes,O9,Female,F,109,10598,1028.496,835.412,1221.58,955.854,0.002%
,1999,1999,"Adair County, OK",40001,All other non-drug and non-alcohol causes,O9,Male,M,120,10306,1164.37,956.038,1372.703,1538.187,0.003%
,1999,1999,"Alfalfa County, OK",40003,All other non-drug and non-alcohol causes,O9,Female,F,49,2688,1822.917,1348.612,2409.987,838.199,0.001%
,1999,1999,"Alfalfa County, OK",40003,All other non-drug and non-alcohol causes,O9,Male,M,46,3437,1338.376,979.866,1785.207,1138.915,0.001%
,1999,1999,"Atoka County, OK",40005,All other non-drug and non-alcohol causes,O9,Female,F,90,6377,1411.322,1134.872,1734.755,980.053,0.002%
,1999,1999,"Atoka County, OK",40005,All other non-drug and non-alcohol causes,O9,Male,M,76,7479,1016.179,800.637,1271.9,1157.179,0.002%
,1999,1999,"Beaver County, OK",40007,All other non-drug and non-alcohol causes,O9,Female,F,25,2987,836.96,541.639,1235.521,548.308,0.001%
,1999,1999,"Beaver County, OK",40007,All other non-drug and non-alcohol causes,O9,Male,M,35,3037,1152.453,802.73,1602.786,1041.763,0.001%
,1999,1999,"Beckham County, OK",40009,All other non-drug and non-alcohol causes,O9,Female,F,157,9559,1642.431,1385.514,1899.349,1062.058,0.004%
,1999,1999,"Beckham County, OK",40009,All other non-drug and non-alcohol causes,O9,Male,M,134,10398,1288.709,1070.507,1506.911,1391.044,0.003%
,1999,1999,"Blaine County, OK",40011,All other non-drug and non-alcohol causes,O9,Female,F,92,5559,1654.974,1334.141,2029.677,958.57,0.002%
,1999,1999,"Blaine County, OK",40011,All other non-drug and non-alcohol causes,O9,Male,M,83,6323,1312.668,1045.527,1627.249,1284.781,0.002%
,1999,1999,"Bryan County, OK",40013,All other non-drug and non-alcohol causes,O9,Female,F,217,18552,1169.685,1014.055,1325.316,829.486,0.005%
,1999,1999,"Bryan County, OK",40013,All other non-drug and non-alcohol causes,O9,Male,M,181,17630,1026.659,877.09,1176.229,1039.451,0.004%
,1999,1999,"Caddo County, OK",40015,All other non-drug and non-alcohol causes,O9,Female,F,193,15228,1267.402,1088.592,1446.212,922.564,0.004%
,1999,1999,"Caddo County, OK",40015,All other non-drug and non-alcohol causes,O9,Male,M,190,15029,1264.223,1084.458,1443.987,1336.756,0.004%
,1999,1999,"Canadian County, OK",40017,All other non-drug and non-alcohol causes,O9,Female,F,328,43259,758.224,676.167,840.281,812.683,0.007%
