Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Aurora County, SD",46003,All other non-drug and non-alcohol causes,O9,Female,F,20,1502,1331.558,813.356,2056.485,600.418,0.000%
,1999,1999,"Aurora County, SD",46003,All other non-drug and non-alcohol causes,O9,Male,M,19,1536,Unreliable,744.748,1931.691,Unreliable,0.000%
,1999,1999,"Beadle County, SD",46005,All other non-drug and non-alcohol causes,O9,Female,F,91,8697,1046.338,842.448,1284.673,572.464,0.002%
,1999,1999,"Beadle County, SD",46005,All other non-drug and non-alcohol causes,O9,Male,M,87,8400,1035.714,829.566,1277.554,893.331,0.002%
,1999,1999,"Bennett County, SD",46007,All other non-drug and non-alcohol causes,O9,Female,F,15,1799,Unreliable,466.668,1375.222,Unreliable,0.000%
,1999,1999,"Bennett County, SD",46007,All other non-drug and non-alcohol causes,O9,Male,M,24,1737,1381.693,885.278,2055.848,1821.615,0.001%
,1999,1999,"Bon Homme County, SD",46009,All other non-drug and non-alcohol causes,O9,Female,F,48,3277,1464.754,1079.993,1942.045,542.244,0.001%
,1999,1999,"Bon Homme County, SD",46009,All other non-drug and non-alcohol causes,O9,Male,M,39,3997,975.732,693.843,1333.855,840.547,0.001%
,1999,1999,"Brookings County, SD",46011,All other non-drug and non-alcohol causes,O9,Female,F,81,13817,586.234,465.552,728.637,518.428,0.002%
,1999,1999,"Brookings County, SD",46011,All other non-drug and non-alcohol causes,O9,Male,M,95,14104,673.568,544.957,823.403,921.553,0.002%
,1999,1999,"Brown County, SD",46013,All other non-drug and non-alcohol causes,O9,Female,F,189,18468,1023.392,877.488,1169.296,612.909,0.005%
,1999,1999,"Brown County, SD",46013,All other non-drug and non-alcohol causes,O9,Male,M,177,17237,1026.861,875.581,1178.141,1010.2,0.004%
,1999,1999,"Brule County, SD",46015,All other non-drug and non-alcohol causes,O9,Female,F,28,2791,1003.225,666.633,1449.941,561.199,0.001%
,1999,1999,"Brule County, SD",46015,All other non-drug and non-alcohol causes,O9,Male,M,31,2619,1183.658,804.236,1680.108,1026.13,0.001%
,1999,1999,"Buffalo County, SD",46017,All other non-drug and non-alcohol causes,O9,Male,M,12,1072,Unreliable,578.407,1955.373,Unreliable,0.000%
,1999,1999,"Butte County, SD",46019,All other non-drug and non-alcohol causes,O9,Female,F,38,4591,827.706,585.735,1136.093,641.193,0.001%
,1999,1999,"Butte County, SD",46019,All other non-drug and non-alcohol causes,O9,Male,M,50,4441,1125.873,835.645,1484.328,1165.677,0.001%
,1999,1999,"Charles Mix County, SD",46023,All other non-drug and non-alcohol causes,O9,Female,F,68,4740,1434.599,1114.024,1818.699,832.223,0.002%
,1999,1999,"Charles Mix County, SD",46023,All other non-drug and non-alcohol causes,O9,Male,M,59,4577,1289.054,981.292,1662.789,1155.232,0.001%
,1999,1999,"Clark County, SD",46025,All other non-drug and non-alcohol causes,O9,Female,F,30,2114,1419.111,957.474,2025.866,674.749,0.001%
,1999,1999,"Clark County, SD",46025,All other non-drug and non-alcohol causes,O9,Male,M,28,2073,1350.699,897.526,1952.139,1068.673,0.001%
