Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"District of Columbia, DC",11001,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,44,268416,16.392,11.911,22.006,16.296,0.001%
,1999,1999,"District of Columbia, DC",11001,All other alcohol-induced causes,A9,Female,F,24,301797,7.952,5.095,11.832,7.801,0.000%
,1999,1999,"District of Columbia, DC",11001,All other alcohol-induced causes,A9,Male,M,53,268416,19.745,14.791,25.827,20.681,0.001%
,1999,1999,"District of Columbia, DC",11001,All other non-drug and non-alcohol causes,O9,Female,F,2936,301797,972.839,937.649,1008.029,852.087,0.044%
,1999,1999,"District of Columbia, DC",11001,All other non-drug and non-alcohol causes,O9,Male,M,3008,268416,1120.649,1080.6,1160.697,1356.657,0.045%
,1999,1999,"Alachua County, FL",12001,All other non-drug and non-alcohol causes,O9,Female,F,753,110340,682.436,633.692,731.18,739.901,0.011%
,1999,1999,"Alachua County, FL",12001,All other non-drug and non-alcohol causes,O9,Male,M,685,105507,649.246,600.625,697.867,1026.808,0.010%
,1999,1999,"Baker County, FL",12003,All other non-drug and non-alcohol causes,O9,Female,F,84,10330,813.166,648.613,1006.756,933.46,0.001%
,1999,1999,"Baker County, FL",12003,All other non-drug and non-alcohol causes,O9,Male,M,108,11245,960.427,779.289,1141.564,1631.533,0.002%
,1999,1999,"Bay County, FL",12005,All other alcohol-induced causes,A9,Male,M,11,73406,Unreliable,7.481,26.813,Unreliable,0.000%
,1999,1999,"Bay County, FL",12005,All other non-drug and non-alcohol causes,O9,Female,F,640,74743,856.267,789.927,922.607,790.423,0.010%
,1999,1999,"Bay County, FL",12005,All other non-drug and non-alcohol causes,O9,Male,M,713,73406,971.31,900.014,1042.607,1185.013,0.011%
,1999,1999,"Bradford County, FL",12007,All other non-drug and non-alcohol causes,O9,Female,F,138,11440,1206.294,1005.028,1407.559,921.837,0.002%
,1999,1999,"Bradford County, FL",12007,All other non-drug and non-alcohol causes,O9,Male,M,119,14447,823.7,675.704,971.697,1071.179,0.002%
,1999,1999,"Brevard County, FL",12009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Male,M,15,231330,Unreliable,3.629,10.695,Unreliable,0.000%
,1999,1999,"Brevard County, FL",12009,All other alcohol-induced causes,A9,Female,F,13,240808,Unreliable,2.874,9.232,Unreliable,0.000%
,1999,1999,"Brevard County, FL",12009,All other alcohol-induced causes,A9,Male,M,31,231330,13.401,9.105,19.021,11.557,0.000%
,1999,1999,"Brevard County, FL",12009,All other non-drug and non-alcohol causes,O9,Female,F,2335,240808,969.652,930.322,1008.983,637.819,0.035%
,1999,1999,"Brevard County, FL",12009,All other non-drug and non-alcohol causes,O9,Male,M,2561,231330,1107.076,1064.199,1149.954,934.034,0.038%
,1999,1999,"Broward County, FL",12011,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,13,824859,Unreliable,0.839,2.695,Unreliable,0.000%
,1999,1999,"Broward County, FL",12011,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,48,769271,6.24,4.601,8.273,6.126,0.001%
,1999,1999,"Broward County, FL",12011,Drug poisonings (overdose) Suicide (X60-X64),D2,Female,F,11,824859,Unreliable,0.666,2.386,Unreliable,0.000%
,1999,1999,"Broward County, FL",12011,Drug poisonings (overdose) Suicide (X60-X64),D2,Male,M,14,769271,Unreliable,0.995,3.053,Unreliable,0.000%
,1999,1999,"Broward County, FL",12011,All other alcohol-induced causes,A9,Female,F,23,824859,2.788,1.768,4.184,2.74,0.000%
,1999,1999,"Broward County, FL",12011,All other alcohol-induced causes,A9,Male,M,72,769271,9.36,7.323,11.787,9.277,0.001%
,1999,1999,"Broward County, FL",12011,All other non-drug and non-alcohol causes,O9,Female,F,8172,824859,990.715,969.234,1012.195,633.923,0.121%
,1999,1999,"Broward County, FL",12011,All other non-drug and non-alcohol causes,O9,Male,M,7978,769271,1037.086,1014.328,1059.843,941.674,0.119%
,1999,1999,"Calhoun County, FL",12013,All other non-drug and non-alcohol causes,O9,Female,F,75,5950,1260.504,991.462,1580.055,834.999,0.001%
,1999,1999,"Calhoun County, FL",12013,All other non-drug and non-alcohol causes,O9,Male,M,56,6845,818.115,617.996,1062.388,1013.79,0.001%
,1999,1999,"Charlotte County, FL",12015,All other alcohol-induced causes,A9,Male,M,17,67181,Unreliable,14.741,40.515,Unreliable,0.000%
,1999,1999,"Charlotte County, FL",12015,All other non-drug and non-alcohol causes,O9,Female,F,1009,73059,1381.076,1295.858,1466.293,576.411,0.015%
,1999,1999,"Charlotte County, FL",12015,All other non-drug and non-alcohol causes,O9,Male,M,1063,67181,1582.293,1487.172,1677.414,777.481,0.016%
,1999,1999,"Citrus County, FL",12017,All other alcohol-induced causes,A9,Male,M,11,56016,Unreliable,9.803,35.137,Unreliable,0.000%
,1999,1999,"Citrus County, FL",12017,All other non-drug and non-alcohol causes,O9,Female,F,882,60618,1455.013,1358.987,1551.039,701.054,0.013%
,1999,1999,"Citrus County, FL",12017,All other non-drug and non-alcohol causes,O9,Male,M,986,56016,1760.211,1650.341,1870.082,983.839,0.015%
,1999,1999,"Clay County, FL",12019,All other non-drug and non-alcohol causes,O9,Female,F,502,70366,713.413,651.004,775.821,810.556,0.007%
,1999,1999,"Clay County, FL",12019,All other non-drug and non-alcohol causes,O9,Male,M,528,68338,772.63,706.726,838.534,1133.562,0.008%
,1999,1999,"Collier County, FL",12021,All other alcohol-induced causes,A9,Male,M,15,122588,Unreliable,6.848,20.182,Unreliable,0.000%
,1999,1999,"Collier County, FL",12021,All other non-drug and non-alcohol causes,O9,Female,F,1064,122506,868.529,816.341,920.717,523.852,0.016%
,1999,1999,"Collier County, FL",12021,All other non-drug and non-alcohol causes,O9,Male,M,1212,122588,988.678,933.015,1044.34,713.33,0.018%
,1999,1999,"Columbia County, FL",12023,All other non-drug and non-alcohol causes,O9,Female,F,283,27421,1032.056,911.811,1152.3,903.388,0.004%
,1999,1999,"Columbia County, FL",12023,All other non-drug and non-alcohol causes,O9,Male,M,324,28024,1156.152,1030.26,1282.044,1274.725,0.005%
,1999,1999,"DeSoto County, FL",12027,All other non-drug and non-alcohol causes,O9,Female,F,132,13972,944.747,783.577,1105.917,651.063,0.002%
,1999,1999,"DeSoto County, FL",12027,All other non-drug and non-alcohol causes,O9,Male,M,166,17381,955.066,809.776,1100.356,877.836,0.002%
,1999,1999,"Dixie County, FL",12029,All other non-drug and non-alcohol causes,O9,Female,F,63,6452,976.441,750.327,1249.288,766.577,0.001%
,1999,1999,"Dixie County, FL",12029,All other non-drug and non-alcohol causes,O9,Male,M,104,7250,1434.483,1158.784,1710.181,1441.823,0.002%
,1999,1999,"Duval County, FL",12031,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,17,398443,Unreliable,2.485,6.831,Unreliable,0.000%
,1999,1999,"Duval County, FL",12031,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,36,374707,9.608,6.729,13.301,9.724,0.001%
,1999,1999,"Duval County, FL",12031,All other alcohol-induced causes,A9,Female,F,13,398443,Unreliable,1.737,5.579,Unreliable,0.000%
,1999,1999,"Duval County, FL",12031,All other alcohol-induced causes,A9,Male,M,44,374707,11.743,8.532,15.764,13.581,0.001%
,1999,1999,"Duval County, FL",12031,All other non-drug and non-alcohol causes,O9,Female,F,3336,398443,837.259,808.847,865.671,841.501,0.050%
,1999,1999,"Duval County, FL",12031,All other non-drug and non-alcohol causes,O9,Male,M,3190,374707,851.332,821.788,880.875,1213.285,0.047%
,1999,1999,"Escambia County, FL",12033,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,12,145944,Unreliable,4.249,14.363,Unreliable,0.000%
,1999,1999,"Escambia County, FL",12033,All other alcohol-induced causes,A9,Male,M,22,145944,15.074,9.447,22.823,15.905,0.000%
,1999,1999,"Escambia County, FL",12033,All other non-drug and non-alcohol causes,O9,Female,F,1437,148012,970.867,920.669,1021.065,822.004,0.021%
,1999,1999,"Escambia County, FL",12033,All other non-drug and non-alcohol causes,O9,Male,M,1346,145944,922.272,873,971.543,1125.655,0.020%
,1999,1999,"Flagler County, FL",12035,All other non-drug and non-alcohol causes,O9,Female,F,298,25132,1185.739,1051.111,1320.368,682.167,0.004%
,1999,1999,"Flagler County, FL",12035,All other non-drug and non-alcohol causes,O9,Male,M,330,23192,1422.904,1269.381,1576.428,914.13,0.005%
,1999,1999,"Franklin County, FL",12037,All other non-drug and non-alcohol causes,O9,Female,F,71,4834,1468.763,1147.119,1852.639,996.39,0.001%
,1999,1999,"Franklin County, FL",12037,All other non-drug and non-alcohol causes,O9,Male,M,70,6013,1164.144,907.509,1470.827,1185.147,0.001%
,1999,1999,"Gadsden County, FL",12039,All other non-drug and non-alcohol causes,O9,Female,F,198,23660,836.855,720.289,953.422,781.615,0.003%
,1999,1999,"Gadsden County, FL",12039,All other non-drug and non-alcohol causes,O9,Male,M,233,21457,1085.893,946.46,1225.326,1331.809,0.003%
,1999,1999,"Gilchrist County, FL",12041,All other non-drug and non-alcohol causes,O9,Female,F,69,6680,1032.934,803.685,1307.24,841.662,0.001%
,1999,1999,"Gilchrist County, FL",12041,All other non-drug and non-alcohol causes,O9,Male,M,66,7382,894.067,691.471,1137.476,1071.245,0.001%
,1999,1999,"Glades County, FL",12043,All other non-drug and non-alcohol causes,O9,Female,F,41,4670,877.944,630.03,1191.028,668.81,0.001%
,1999,1999,"Glades County, FL",12043,All other non-drug and non-alcohol causes,O9,Male,M,57,5714,997.55,755.534,1292.446,855.653,0.001%
,1999,1999,"Gulf County, FL",12045,All other non-drug and non-alcohol causes,O9,Female,F,77,6045,1273.78,1005.242,1592.008,963.942,0.001%
,1999,1999,"Gulf County, FL",12045,All other non-drug and non-alcohol causes,O9,Male,M,76,6661,1140.97,898.959,1428.095,1178.884,0.001%
,1999,1999,"Hamilton County, FL",12047,All other non-drug and non-alcohol causes,O9,Female,F,44,5645,779.451,566.349,1046.374,687.185,0.001%
,1999,1999,"Hamilton County, FL",12047,All other non-drug and non-alcohol causes,O9,Male,M,73,7162,1019.268,798.943,1281.577,1439.728,0.001%
,1999,1999,"Hardee County, FL",12049,All other non-drug and non-alcohol causes,O9,Female,F,94,12139,774.364,625.763,947.627,673.685,0.001%
,1999,1999,"Hardee County, FL",12049,All other non-drug and non-alcohol causes,O9,Male,M,108,14358,752.194,610.329,894.058,870.417,0.002%
,1999,1999,"Hendry County, FL",12051,All other non-drug and non-alcohol causes,O9,Female,F,104,15908,653.759,528.111,779.408,708.43,0.002%
,1999,1999,"Hendry County, FL",12051,All other non-drug and non-alcohol causes,O9,Male,M,136,19730,689.306,573.455,805.156,971.819,0.002%
,1999,1999,"Hernando County, FL",12053,All other non-drug and non-alcohol causes,O9,Female,F,924,67794,1362.952,1275.07,1450.835,665.21,0.014%
,1999,1999,"Hernando County, FL",12053,All other non-drug and non-alcohol causes,O9,Male,M,1097,61469,1784.639,1679.03,1890.249,993.776,0.016%
,1999,1999,"Highlands County, FL",12055,All other non-drug and non-alcohol causes,O9,Female,F,611,44519,1372.448,1263.622,1481.273,612.422,0.009%
,1999,1999,"Highlands County, FL",12055,All other non-drug and non-alcohol causes,O9,Male,M,659,42085,1565.879,1446.323,1685.435,882.998,0.010%
,1999,1999,"Hillsborough County, FL",12057,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,19,503098,Unreliable,2.274,5.898,Unreliable,0.000%
,1999,1999,"Hillsborough County, FL",12057,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,39,481832,8.094,5.756,11.065,7.765,0.001%
,1999,1999,"Hillsborough County, FL",12057,Drug poisonings (overdose) Suicide (X60-X64),D2,Male,M,12,481832,Unreliable,1.287,4.35,Unreliable,0.000%
,1999,1999,"Hillsborough County, FL",12057,All other alcohol-induced causes,A9,Female,F,18,503098,Unreliable,2.12,5.655,Unreliable,0.000%
,1999,1999,"Hillsborough County, FL",12057,All other alcohol-induced causes,A9,Male,M,73,481832,15.151,11.876,19.049,16.486,0.001%
,1999,1999,"Hillsborough County, FL",12057,All other non-drug and non-alcohol causes,O9,Female,F,4108,503098,816.541,791.571,841.511,753.832,0.061%
,1999,1999,"Hillsborough County, FL",12057,All other non-drug and non-alcohol causes,O9,Male,M,4066,481832,843.863,817.924,869.801,1051.279,0.060%
,1999,1999,"Holmes County, FL",12059,All other non-drug and non-alcohol causes,O9,Female,F,101,8783,1149.949,925.677,1374.22,796.669,0.002%
,1999,1999,"Holmes County, FL",12059,All other non-drug and non-alcohol causes,O9,Male,M,114,9883,1153.496,941.748,1365.244,1336.193,0.002%
,1999,1999,"Indian River County, FL",12061,All other non-drug and non-alcohol causes,O9,Female,F,709,57462,1233.859,1143.035,1324.682,596.71,0.011%
,1999,1999,"Indian River County, FL",12061,All other non-drug and non-alcohol causes,O9,Male,M,717,53832,1331.922,1234.428,1429.415,780.674,0.011%
,1999,1999,"Jackson County, FL",12063,All other non-drug and non-alcohol causes,O9,Female,F,260,22030,1180.209,1036.75,1323.668,846.183,0.004%
,1999,1999,"Jackson County, FL",12063,All other non-drug and non-alcohol causes,O9,Male,M,243,24009,1012.12,884.862,1139.378,1152.834,0.004%
,1999,1999,"Jefferson County, FL",12065,All other non-drug and non-alcohol causes,O9,Female,F,75,6429,1166.589,917.592,1462.331,859.227,0.001%
,1999,1999,"Jefferson County, FL",12065,All other non-drug and non-alcohol causes,O9,Male,M,70,7109,984.667,767.597,1244.068,1114.132,0.001%
,1999,1999,"Lafayette County, FL",12067,All other non-drug and non-alcohol causes,O9,Female,F,24,2741,875.593,561.01,1302.812,680.825,0.000%
,1999,1999,"Lafayette County, FL",12067,All other non-drug and non-alcohol causes,O9,Male,M,27,3772,715.801,471.72,1041.454,1262.084,0.000%
,1999,1999,"Lake County, FL",12069,All other non-drug and non-alcohol causes,O9,Female,F,1275,105914,1203.807,1137.729,1269.885,613.414,0.019%
