Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Adams County, MS",28001,All other non-drug and non-alcohol causes,O9,Female,F,237,18583,1275.359,1112.986,1437.732,1001.765,0.006%
,1999,1999,"Adams County, MS",28001,All other non-drug and non-alcohol causes,O9,Male,M,203,16008,1268.116,1093.668,1442.564,1299.958,0.005%
,1999,1999,"Alcorn County, MS",28003,All other non-drug and non-alcohol causes,O9,Female,F,219,17731,1235.125,1071.539,1398.71,860.083,0.006%
,1999,1999,"Alcorn County, MS",28003,All other non-drug and non-alcohol causes,O9,Male,M,200,16589,1205.618,1038.528,1372.708,1301.604,0.005%
,1999,1999,"Amite County, MS",28005,All other non-drug and non-alcohol causes,O9,Female,F,55,7050,780.142,587.712,1015.464,617.84,0.001%
,1999,1999,"Amite County, MS",28005,All other non-drug and non-alcohol causes,O9,Male,M,76,6564,1157.831,912.243,1449.199,1167.112,0.002%
,1999,1999,"Attala County, MS",28007,All other non-drug and non-alcohol causes,O9,Female,F,109,10272,1061.137,861.926,1260.349,692.636,0.003%
,1999,1999,"Attala County, MS",28007,All other non-drug and non-alcohol causes,O9,Male,M,143,9321,1534.17,1282.714,1785.626,1423.502,0.004%
,1999,1999,"Benton County, MS",28009,All other non-drug and non-alcohol causes,O9,Female,F,45,4144,1085.907,792.072,1453.031,834.987,0.001%
,1999,1999,"Benton County, MS",28009,All other non-drug and non-alcohol causes,O9,Male,M,51,3922,1300.357,968.207,1709.735,1396.884,0.001%
,1999,1999,"Bolivar County, MS",28011,All other non-drug and non-alcohol causes,O9,Female,F,220,21782,1010.008,876.543,1143.474,952.507,0.006%
,1999,1999,"Bolivar County, MS",28011,All other non-drug and non-alcohol causes,O9,Male,M,215,19072,1127.307,976.619,1277.995,1489.665,0.006%
,1999,1999,"Calhoun County, MS",28013,All other non-drug and non-alcohol causes,O9,Female,F,93,7941,1171.137,945.26,1434.725,740.075,0.002%
,1999,1999,"Calhoun County, MS",28013,All other non-drug and non-alcohol causes,O9,Male,M,100,7178,1393.146,1120.089,1666.202,1412.121,0.003%
,1999,1999,"Carroll County, MS",28015,All other non-drug and non-alcohol causes,O9,Female,F,43,5368,801.043,579.715,1078.997,649.694,0.001%
,1999,1999,"Carroll County, MS",28015,All other non-drug and non-alcohol causes,O9,Male,M,51,5314,959.729,714.585,1261.871,1082.506,0.001%
,1999,1999,"Chickasaw County, MS",28017,All other non-drug and non-alcohol causes,O9,Female,F,102,10121,1007.806,812.222,1203.389,756.456,0.003%
,1999,1999,"Chickasaw County, MS",28017,All other non-drug and non-alcohol causes,O9,Male,M,126,9333,1350.048,1114.315,1585.781,1595.992,0.003%
,1999,1999,"Choctaw County, MS",28019,All other non-drug and non-alcohol causes,O9,Female,F,52,5059,1027.871,767.666,1347.919,767.069,0.001%
,1999,1999,"Choctaw County, MS",28019,All other non-drug and non-alcohol causes,O9,Male,M,52,4642,1120.207,836.626,1469.006,1169.156,0.001%
,1999,1999,"Claiborne County, MS",28021,All other non-drug and non-alcohol causes,O9,Female,F,56,6368,879.397,664.288,1141.967,864.893,0.001%
,1999,1999,"Claiborne County, MS",28021,All other non-drug and non-alcohol causes,O9,Male,M,58,5411,1071.891,813.929,1385.665,1414.742,0.002%
,1999,1999,"Clarke County, MS",28023,All other non-drug and non-alcohol causes,O9,Female,F,93,9414,987.89,797.356,1210.235,691.669,0.002%
,1999,1999,"Clarke County, MS",28023,All other non-drug and non-alcohol causes,O9,Male,M,105,8576,1224.347,990.158,1458.536,1315.778,0.003%
,1999,1999,"Clay County, MS",28025,All other non-drug and non-alcohol causes,O9,Female,F,108,11608,930.393,754.92,1105.866,763.376,0.003%
,1999,1999,"Clay County, MS",28025,All other non-drug and non-alcohol causes,O9,Male,M,110,10339,1063.933,865.106,1262.759,1275.208,0.003%
,1999,1999,"Coahoma County, MS",28027,All other non-drug and non-alcohol causes,O9,Female,F,206,16681,1234.938,1066.295,1403.581,1103.756,0.005%
,1999,1999,"Coahoma County, MS",28027,All other non-drug and non-alcohol causes,O9,Male,M,155,14155,1095.019,922.629,1267.409,1367.828,0.004%
,1999,1999,"Copiah County, MS",28029,All other non-drug and non-alcohol causes,O9,Female,F,157,14954,1049.886,885.658,1214.115,921.034,0.004%
